Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
"Jalan Kuching, Kuala Lumpur",570000.0,3,2,1,Condominium,"Built-up : 1,295 sq. ft.",Partly Furnished
"Jalan Sultan Ismail, Kuala Lumpur",780000.0,1,2,1,Condominium,Built-up : 972 sq. ft.,Fully Furnished
"Segambut, Kuala Lumpur",350000.0,3,2,1,Apartment,Built-up : 900 sq. ft.,Unfurnished
"Jalan Kuching, Kuala Lumpur",800000.0,4,2,2,Condominium,Land area : 1590 sq. ft.,Partly Furnished
"Jalan Kuching, Kuala Lumpur",1300000.0,5,4,2,Condominium,"Built-up : 2,190 sq. ft.",Partly Furnished
"Jalan Kuching, Kuala Lumpur",630000.0,4,2,2,Condominium,"Built-up : 1,295 sq. ft.",Partly Furnished
"Jalan Kuching, Kuala Lumpur",630000.0,4,2,2,Condominium,"Built-up : 1,400 sq. ft.",Partly Furnished
"Jalan Kuching, Kuala Lumpur",440000.0,3,2,1,Condominium,Land area : 1100 sq. ft.,Partly Furnished
"Dutamas, Kuala Lumpur",830000.0,4,3,2,Condominium,"Built-up : 1,580 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",485000.0,3,2,2,Condominium,Land area : 1100 sq. ft.,Fully Furnished
"Dutamas, Kuala Lumpur",460000.0,3,2,1,Condominium,Land area : 1100 sq. ft.,Partly Furnished
"Jalan Kuching, Kuala Lumpur",735000.0,4,2,1,Condominium,Land area : 1470 sq. ft.,Partly Furnished
"Jalan Kuching, Kuala Lumpur",585000.0,3,2,1,Condominium,"Built-up : 1,295 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1180000.0,4,3,3,Condominium,Land area : 1799 sq. ft.,Unfurnished
"Jalan Kuching, Kuala Lumpur",1000000.0,5,4,2,Condominium,"Built-up : 2,190 sq. ft.",Partly Furnished
"Jalan Kuching, Kuala Lumpur",850000.0,4,2,2,Condominium,Land area : 1590 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",990000.0,4,3,2,Condominium,"Built-up : 1,400 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",4720000.0,2,2,2,Condominium,"Built-up : 1,399 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur",1950000.0,6,5,4,Landed,Land area : 35x75 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",598000.0,2,3,3,Landed,Land area : 16x55 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",728000.0,4,3,3,Landed,Land area : 20x70 sq. ft.,Partly Furnished
"Sentul, Kuala Lumpur",390000.0,3,2,4,Landed,Land area : 750 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",1180000.0,6,5,3,Landed,Land area : 20x70 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",535000.0,3,2,3,Landed,Land area : 20x65 sq. ft.,Unfurnished
"Kepong, Kuala Lumpur",598000.0,3,2,3,Landed,Land area : 16x55 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",668000.0,3,2,4,Landed,Land area : 22x75 sq. ft.,Unknown
"Kepong, Kuala Lumpur",1050000.0,5,2,5,Landed,Land area : 42x70 sq. ft.,Partly Furnished
"Sentul, Kuala Lumpur",390000.0,3,2,3,Landed,Built-up : 600 sq. ft.,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1150000.0,4,4,2,Condominium,"Built-up : 1,875 sq. ft.",Partly Furnished
"Segambut, Kuala Lumpur",690000.0,3,3,2,Condominium,"Built-up : 1,298 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",900000.0,3,2,2,Condominium,"Built-up : 1,218 sq. ft.",Unfurnished
"Damansara Heights, Kuala Lumpur",5100000.0,5,3,6,Vacant Land & Plots,Land area : 7600 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur",5100000.0,5,3,6,Luxury,Land area : 7600 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",500000.0,4,2,2,Condominium,"Built-up : 1,142 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur",480000.0,4,2,1,Condominium,"Built-up : 1,142 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur",470000.0,4,2,1,Condominium,"Built-up : 1,142 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur",490000.0,4,2,2,Condominium,"Built-up : 1,142 sq. ft.",Unfurnished
"Bukit Jalil, Kuala Lumpur",2600000.0,4,6,3,Condominium,"Built-up : 3,260 sq. ft.",Partly Furnished
"Segambut, Kuala Lumpur",710000.0,3,3,2,Condominium,"Built-up : 1,391 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",655000.0,4,3,2,Landed,Land area : 20x60 sq. ft.,Partly Furnished
"Ampang Hilir, Kuala Lumpur",1900000.0,4,3,4,Landed,"Built-up : 2,700 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",690000.0,2,2,1,Condominium,Built-up : 919 sq. ft.,Fully Furnished
"Bukit Jalil, Kuala Lumpur",419999.0,3,2,1,Apartment,Built-up : 950 sq. ft.,Partly Furnished
"Sri Hartamas, Kuala Lumpur",3100000.0,6,5,3,Condominium,"Built-up : 3,466 sq. ft.",Fully Furnished
"Bangsar, Kuala Lumpur",6500000.0,4,4,4,Luxury,Land area : 8090 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",4550000.0,3,2,2,Condominium,"Built-up : 1,345 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",810000.0,3,2,2,Condominium,"Built-up : 1,150 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",500000.0,3,3,1,Condominium,"Built-up : 1,010 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur",5000000.0,5,7,3,Luxury,Land area : 8633 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",680000.0,4,2,2,Condominium,"Built-up : 1,094 sq. ft.",Partly Furnished
"Ampang Hilir, Kuala Lumpur",3600000.0,6,6,4,Landed,"Built-up : 6,441 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1450000.0,5,4,3,Condominium,"Built-up : 2,070 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur",738000.0,5,4,2,Condominium,"Built-up : 3,000 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur",780000.0,2,2,2,Condominium,"Built-up : 1,018 sq. ft.",Partly Furnished
"Bukit Bintang, Kuala Lumpur",1000000.0,3,3,1,Condominium,"Built-up : 1,066 sq. ft.",Fully Furnished
"Ampang Hilir, Kuala Lumpur",1048800.0,1,1,1,Condominium,Built-up : 686 sq. ft.,Partly Furnished
"Ampang Hilir, Kuala Lumpur",1307800.0,2,2,1,Condominium,Built-up : 848 sq. ft.,Partly Furnished
"Sri Petaling, Kuala Lumpur",399000.0,4,2,1,Landed,Land area : 14x54 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur",615000.0,3,2,1,Condominium,"Built-up : 1,315 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur",350000.0,3,2,1,Apartment,Built-up : 850 sq. ft.,Unfurnished
"Kepong, Kuala Lumpur",2900000.0,6,6,6,Landed,"Built-up : 3,600 sq. ft.",Partly Furnished
"Jalan Kuching, Kuala Lumpur",438000.0,3,2,1,Condominium,"Built-up : 1,100 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur",1250000.0,4,2,4,Landed,Land area : 2940 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",1250000.0,5,5,5,Landed,Land area : 22x85 sq. ft.,Fully Furnished
"Kepong, Kuala Lumpur",1000000.0,9,5,4,Landed,Land area : 22x65 sq. ft.,Fully Furnished
"Bandar Menjalara, Kuala Lumpur",650000.0,3,2,1,Condominium,"Built-up : 1,316 sq. ft.",Fully Furnished
"Bandar Menjalara, Kuala Lumpur",618000.0,4,3,2,Condominium,"Built-up : 1,310 sq. ft.",Fully Furnished
"Bandar Menjalara, Kuala Lumpur",680000.0,3,2,2,Condominium,"Built-up : 1,316 sq. ft.",Fully Furnished
"Bandar Menjalara, Kuala Lumpur",830000.0,5,3,2,Condominium,"Built-up : 1,635 sq. ft.",Fully Furnished
"Jalan Ipoh, Kuala Lumpur",2300000.0,6,5,2,Landed,"Built-up : 4,480 sq. ft.",Partly Furnished
"Bandar Menjalara, Kuala Lumpur",680000.0,5,3,2,Condominium,"Built-up : 1,635 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",380000.0,3,2,1,Condominium,Land area : 1100 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",400000.0,3,2,1,Condominium,Land area : 1100 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",648000.0,8,3,4,Landed,Land area : 22x75 sq. ft.,Unfurnished
"Kepong, Kuala Lumpur",1780000.0,7,4,2,Landed,Land area : 40x80 sq. ft.,Fully Furnished
"Bandar Menjalara, Kuala Lumpur",948000.0,4,3,4,Landed,Land area : 22X80 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",530000.0,3,2,2,Landed,"Built-up : 1,430 sq. ft.",Unfurnished
"Bandar Menjalara, Kuala Lumpur",948000.0,4,3,4,Landed,Land area : 22X80 sq. ft.,Partly Furnished
"Bandar Menjalara, Kuala Lumpur",590000.0,3,2,2,Landed,Land area : 16x55 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",520000.0,3,2,2,Condominium,Built-up : 962 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur",800000.0,2,1,1,Condominium,Built-up : 904 sq. ft.,Partly Furnished
"Sunway SPK, Kuala Lumpur",1580000.0,4,3,2,Landed,Land area : 1650 sq. ft.,Partly Furnished
"Jalan Kuching, Kuala Lumpur",680000.0,4,2,1,Condominium,"Built-up : 1,260 sq. ft.",Fully Furnished
"Bandar Menjalara, Kuala Lumpur",670000.0,4,3,2,Condominium,"Built-up : 1,316 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",930000.0,3,2,1,Condominium,"Built-up : 1,400 sq. ft.",Fully Furnished
"Bandar Menjalara, Kuala Lumpur",730000.0,4,3,2,Condominium,"Built-up : 1,316 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",330000.0,3,2,1,Condominium,Built-up : 942 sq. ft.,Unfurnished
"KLCC, Kuala Lumpur",1270000.0,2,2,1,Condominium,"Built-up : 1,050 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",1538000.0,2,2,1,Condominium,"Built-up : 1,399 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",1450000.0,2,2,1,Condominium,"Built-up : 1,050 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",1360000.0,2,2,2,Condominium,Built-up : 873 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",355000.0,3,2,1,Condominium,Built-up : 920 sq. ft.,Partly Furnished
"Kuchai Lama, Kuala Lumpur",318000.0,3,2,1,Condominium,"Built-up : 1,065 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",399000.0,3,2,1,Condominium,"Built-up : 1,060 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",368000.0,3,2,2,Condominium,Built-up : 960 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",665000.0,4,3,2,Condominium,"Built-up : 1,054 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur",600000.0,3,2,3,Condominium,"Built-up : 1,044 sq. ft.",Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",399000.0,3,2,1,Condominium,Built-up : 950 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",880000.0,4,2,2,Condominium,"Built-up : 1,381 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",1556000.0,3,2,2,Condominium,"Built-up : 1,031 sq. ft.",Partly Furnished
"Jalan Kuching, Kuala Lumpur",898000.0,4,4,2,Condominium,"Built-up : 1,590 sq. ft.",Fully Furnished
"Jalan Kuching, Kuala Lumpur",830000.0,4,3,2,Condominium,"Built-up : 1,590 sq. ft.",Fully Furnished
"Jalan Kuching, Kuala Lumpur",1100000.0,4,3,2,Condominium,"Built-up : 1,800 sq. ft.",Fully Furnished
"Jalan Kuching, Kuala Lumpur",1000000.0,5,4,2,Condominium,"Built-up : 2,190 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",4300000.0,5,5,2,Condominium,"Built-up : 3,973 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",2700000.0,4,5,2,Condominium,"Built-up : 3,109 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1350000.0,2,2,1,Condominium,"Built-up : 1,238 sq. ft.",Fully Furnished
"Dutamas, Kuala Lumpur",1100000.0,2,2,1,Condominium,Built-up : 997 sq. ft.,Fully Furnished
"Dutamas, Kuala Lumpur",1280000.0,3,2,1,Condominium,"Built-up : 1,238 sq. ft.",Fully Furnished
"Dutamas, Kuala Lumpur",560000.0,3,2,1,Condominium,"Built-up : 1,100 sq. ft.",Fully Furnished
"Dutamas, Kuala Lumpur",1350000.0,2,2,1,Condominium,"Built-up : 1,236 sq. ft.",Fully Furnished
"Segambut, Kuala Lumpur",470000.0,3,3,1,Townhouse,"Built-up : 1,600 sq. ft.",Unfurnished
"Bangsar, Kuala Lumpur",1980000.0,5,4,2,Condominium,"Built-up : 2,745 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur",500000.0,4,2,1,Condominium,"Built-up : 1,272 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",2330000.0,5,6,3,Landed,Land area : 3272 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",680000.0,2,2,1,Condominium,Built-up : 803 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",2000000.0,6,4,3,Landed,Land area : 2335 sq. ft.,Partly Furnished
"KL City, Kuala Lumpur",1150000.0,3,2,2,Condominium,"Built-up : 1,281 sq. ft.",Fully Furnished
"Jalan Kuching, Kuala Lumpur",615000.0,3,2,1,Condominium,"Built-up : 1,200 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",520000.0,3,3,2,Condominium,"Built-up : 1,003 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1120000.0,2,2,1,Condominium,Built-up : 973 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",1090000.0,2,2,1,Condominium,Built-up : 907 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur",2420000.0,3,3,2,Condominium,"Built-up : 2,452 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",2310000.0,3,3,2,Condominium,"Built-up : 2,273 sq. ft.",Partly Furnished
"KL City, Kuala Lumpur",500000.0,3,1,1,Condominium,"Built-up : 1,066 sq. ft.",Fully Furnished
"Dutamas, Kuala Lumpur",690000.0,1,1,1,Condominium,Built-up : 672 sq. ft.,Fully Furnished
"Dutamas, Kuala Lumpur",485000.0,3,2,1,Condominium,"Built-up : 1,326 sq. ft.",Partly Furnished
"Taman Desa, Kuala Lumpur",1250000.0,4,3,2,Landed,Land area : 22x80 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",880000.0,3,2,2,Condominium,"Built-up : 1,164 sq. ft.",Partly Furnished
"KL City, Kuala Lumpur",950000.0,2,2,1,Condominium,Built-up : 674 sq. ft.,Fully Furnished
"Taman Desa, Kuala Lumpur",1200000.0,5,3,2,Landed,Land area : 22x80 sq. ft.,Fully Furnished
"Setapak, Kuala Lumpur",458000.0,4,2,2,Condominium,"Built-up : 1,350 sq. ft.",Unfurnished
"Setapak, Kuala Lumpur",480000.0,2,2,2,Condominium,"Built-up : 1,020 sq. ft.",Unfurnished
"Mont Kiara, Kuala Lumpur",1120000.0,5,3,2,Condominium,"Built-up : 1,650 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",700000.0,3,2,1,Condominium,Built-up : 978 sq. ft.,Unfurnished
"Dutamas, Kuala Lumpur",880000.0,4,3,2,Condominium,"Built-up : 1,467 sq. ft.",Unfurnished
"Dutamas, Kuala Lumpur",1180000.0,4,5,2,Condominium,"Built-up : 1,942 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur",575000.0,3,2,2,Condominium,"Built-up : 1,018 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",1100000.0,4,4,3,Condominium,"Built-up : 1,799 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",880000.0,4,3,2,Condominium,"Built-up : 1,948 sq. ft.",Unfurnished
"Taman Desa, Kuala Lumpur",2100000.0,5,3,2,Landed,Land area : 53x100 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur",1000000.0,3,3,2,Condominium,"Built-up : 1,206 sq. ft.",Fully Furnished
"Batu Caves, Kuala Lumpur",580000.0,3,2,2,Condominium,Built-up : 975 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",550000.0,4,3,1,Condominium,"Built-up : 1,280 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",435000.0,3,2,2,Condominium,Built-up : 970 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",399000.0,3,2,1,Condominium,Built-up : 910 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",590000.0,4,2,2,Condominium,"Built-up : 1,394 sq. ft.",Fully Furnished
"Ampang, Kuala Lumpur",1100000.0,2,2,1,Condominium,Built-up : 887 sq. ft.,Fully Furnished
"Jalan Sultan Ismail, Kuala Lumpur",550000.0,1,1,1,Condominium,Built-up : 625 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",547000.0,3,2,1,Condominium,"Built-up : 1,394 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",505000.0,4,2,2,Condominium,"Built-up : 1,142 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",530000.0,3,2,1,Condominium,"Built-up : 1,120 sq. ft.",Partly Furnished
"Bukit Bintang, Kuala Lumpur",1500000.0,4,3,2,Condominium,"Built-up : 1,507 sq. ft.",Fully Furnished
"Jalan Kuching, Kuala Lumpur",1150000.0,4,3,3,Condominium,"Built-up : 1,950 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",2200000.0,4,4,2,Condominium,"Built-up : 2,315 sq. ft.",Fully Furnished
"Jalan Kuching, Kuala Lumpur",560000.0,3,2,1,Condominium,"Built-up : 1,320 sq. ft.",Fully Furnished
"Jalan Kuching, Kuala Lumpur",560000.0,3,2,1,Condominium,"Built-up : 1,320 sq. ft.",Fully Furnished
"Sentul, Kuala Lumpur",589000.0,3,2,2,Condominium,"Built-up : 1,230 sq. ft.",Partly Furnished
"Jalan Kuching, Kuala Lumpur",630000.0,3,2,2,Condominium,"Built-up : 1,197 sq. ft.",Unfurnished
"Cheras, Kuala Lumpur",360000.0,3,2,1,Condominium,Built-up : 920 sq. ft.,Partly Furnished
"Seputeh, Kuala Lumpur",870000.0,4,3,2,Condominium,"Built-up : 1,402 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur",620000.0,3,3,2,Landed,"Built-up : 1,441 sq. ft.",Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",805000.0,3,2,2,Condominium,"Built-up : 1,392 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",900000.0,4,3,2,Condominium,"Built-up : 1,457 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",398000.0,3,2,1,Condominium,"Built-up : 1,132 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",630000.0,3,2,3,Condominium,"Built-up : 1,073 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",438000.0,3,2,1,Condominium,Built-up : 950 sq. ft.,Fully Furnished
"Jalan Sultan Ismail, Kuala Lumpur",825000.0,2,2,1,Condominium,Built-up : 924 sq. ft.,Fully Furnished
"Jalan Sultan Ismail, Kuala Lumpur",888000.0,3,2,1,Condominium,"Built-up : 1,120 sq. ft.",Fully Furnished
"Ampang, Kuala Lumpur",760000.0,2,2,1,Condominium,Built-up : 950 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",598000.0,4,3,1,Condominium,"Built-up : 1,200 sq. ft.",Fully Furnished
"Salak Selatan, Kuala Lumpur",680000.0,3,2,2,Condominium,"Built-up : 1,089 sq. ft.",Partly Furnished
"Jalan Ipoh, Kuala Lumpur",630000.0,3,2,1,Condominium,"Built-up : 1,037 sq. ft.",Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",500000.0,3,2,2,Condominium,"Built-up : 1,240 sq. ft.",Partly Furnished
"Salak Selatan, Kuala Lumpur",428000.0,2,1,2,Condominium,Built-up : 565 sq. ft.,Partly Furnished
"Sungai Besi, Kuala Lumpur",1030000.0,5,4,2,Landed,Land area : 20x80 sq. ft.,Partly Furnished
"Sri Petaling, Kuala Lumpur",720000.0,4,3,4,Landed,Land area : 2000 sq. ft.,Unfurnished
"Sri Petaling, Kuala Lumpur",1180000.0,4,4,3,Landed,Land area : 22x80 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur",398000.0,3,2,1,Apartment,"Built-up : 1,098 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur",478000.0,3,2,2,Condominium,"Built-up : 1,333 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur",530000.0,1,1,1,Condominium,Built-up : 680 sq. ft.,Fully Furnished
"Wangsa Maju, Kuala Lumpur",450000.0,2,1,2,Condominium,Built-up : 790 sq. ft.,Fully Furnished
"Setapak, Kuala Lumpur",490000.0,4,2,13,Condominium,"Built-up : 1,350 sq. ft.",Unfurnished
"Dutamas, Kuala Lumpur",930000.0,2,2,1,Condominium,"Built-up : 1,145 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",483300.0,2,2,2,Condominium,Land area : 893-1195 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur",535800.0,4,2,2,Condominium,Land area : 1000 sq. ft.,Partly Furnished
"Bukit Bintang, Kuala Lumpur",1200000.0,2,2,1,Condominium,Built-up : 948 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur",1050000.0,4,3,2,Condominium,"Built-up : 1,697 sq. ft.",Fully Furnished
"Kepong, Kuala Lumpur",630000.0,3,2,2,Landed,Land area : 20x70 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",1850000.0,4,4,3,Condominium,"Built-up : 4,125 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur",1150000.0,5,3,5,Landed,Land area : 32 x 75 sq. ft.,Unfurnished
"Bukit Jalil, Kuala Lumpur",290000.0,2,2,1,Apartment,Built-up : 732 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",850000.0,3,2,2,Landed,Land area : 20x70 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur",1550000.0,4,4,2,Condominium,Land area : 1784 sq. ft.,Fully Furnished
"Setapak, Kuala Lumpur",460000.0,3,2,2,Condominium,Land area : 1207 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur",990000.0,2,2,1,Condominium,Built-up : 932 sq. ft.,Fully Furnished
"Setapak, Kuala Lumpur",380000.0,4,2,2,Condominium,Built-up : 950 sq. ft.,Unfurnished
"Sungai Besi, Kuala Lumpur",830000.0,2,2,2,Condominium,"Built-up : 1,259 sq. ft.",Fully Furnished
"Bukit Bintang, Kuala Lumpur",1290000.0,3,2,1,Condominium,"Built-up : 1,555 sq. ft.",Fully Furnished
"Pandan Perdana, Kuala Lumpur",280000.0,1,1,1,Condominium,Built-up : 450 sq. ft.,Partly Furnished
"Jalan Kuching, Kuala Lumpur",430000.0,3,2,1,Apartment,"Built-up : 1,221 sq. ft.",Fully Furnished
"Jalan Ipoh, Kuala Lumpur",580000.0,3,2,2,Condominium,"Built-up : 1,037 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur",740000.0,3,2,1,Condominium,Built-up : 950 sq. ft.,Fully Furnished
"Bukit Jalil, Kuala Lumpur",630000.0,4,3,2,Condominium,"Built-up : 1,246 sq. ft.",Partly Furnished
"Segambut, Kuala Lumpur",1900000.0,7,6,5,Landed,"Built-up : 4,068 sq. ft.",Unfurnished
"Segambut, Kuala Lumpur",690000.0,4,2,2,Condominium,"Built-up : 1,262 sq. ft.",Partly Furnished
"Segambut, Kuala Lumpur",630000.0,3,2,2,Condominium,"Built-up : 1,091 sq. ft.",Unfurnished
"Dutamas, Kuala Lumpur",1450000.0,2,2,2,Vacant Land & Plots,"Built-up : 1,181 sq. ft.",Fully Furnished
"Kuchai Lama, Kuala Lumpur",440000.0,3,2,1,Condominium,Built-up : 935 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",695000.0,3,2,2,Condominium,Built-up : 935 sq. ft.,Partly Furnished
"Kuchai Lama, Kuala Lumpur",520000.0,3,2,2,Condominium,"Built-up : 1,120 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",2600000.0,4,6,3,Condominium,"Built-up : 3,260 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",880000.0,4,3,2,Condominium,"Built-up : 1,300 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",810000.0,3,2,2,Condominium,"Built-up : 1,488 sq. ft.",Partly Furnished
"Bukit Bintang, Kuala Lumpur",605000.0,0,1,1,Condominium,Built-up : 550 sq. ft.,Fully Furnished
"Kuchai Lama, Kuala Lumpur",540000.0,3,2,1,Condominium,"Built-up : 1,120 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",450000.0,4,2,1,Condominium,"Built-up : 1,460 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",550000.0,3,2,2,Condominium,"Built-up : 1,050 sq. ft.",Unfurnished
"Taman Desa, Kuala Lumpur",3688000.0,5,5,5,Luxury,"Built-up : 5,403 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",2400000.0,2,2,1,Condominium,Land area : 1076 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur",358000.0,3,2,2,Condominium,Built-up : 856 sq. ft.,Unfurnished
"Bukit Bintang, Kuala Lumpur",828000.0,2,2,1,Condominium,"Built-up : 1,044 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",548000.0,3,2,2,Condominium,"Built-up : 1,050 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",370000.0,3,2,1,Condominium,Built-up : 950 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",300000.0,3,2,1,Condominium,Built-up : 820 sq. ft.,Unfurnished
"Dutamas, Kuala Lumpur",428000.0,3,2,1,Condominium,Built-up : 850 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur",570000.0,2,2,2,Condominium,"Built-up : 1,032 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur",520000.0,3,2,1,Condominium,"Built-up : 1,180 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur",500000.0,3,2,2,Condominium,"Built-up : 1,074 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur",490000.0,3,2,1,Condominium,"Built-up : 1,100 sq. ft.",Partly Furnished
"Taman Desa, Kuala Lumpur",1380000.0,4,3,2,Condominium,"Built-up : 1,712 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",415000.0,3,2,1,Condominium,Built-up : 751 sq. ft.,Partly Furnished
"Segambut, Kuala Lumpur",458000.0,3,2,2,Landed,Land area : 14x45 sq. ft.,Unfurnished
